freq_MHz,e_00_real,e_00_imag,e_11_real,e_11_imag,delta_e_real,delta_e_imag
1745.000000,4.9864491123e-02,7.9302453210e-03,-4.4639670065e-02,1.2790603739e-01,-2.0970199793e-01,-3.3104089581e-02
1746.000000,5.0149104759e-02,7.2654325506e-03,-4.5249893251e-02,1.2637410669e-01,-2.0956794014e-01,-3.3865896858e-02
1747.000000,5.0458041467e-02,6.1664344706e-03,-4.7515022086e-02,1.3174692919e-01,-2.0952629277e-01,-3.5388908832e-02
1748.000000,4.9951182100e-02,6.2014374958e-03,-4.7300890504e-02,1.3128513374e-01,-2.0879196226e-01,-3.7248470819e-02
1749.000000,4.9982290091e-02,6.3478100413e-03,-4.7225542647e-02,1.3265560060e-01,-2.0892267194e-01,-3.9018977784e-02
1750.000000,4.9377792568e-02,7.2888578831e-03,-4.4709741256e-02,1.2844220827e-01,-2.0839971763e-01,-4.0170847421e-02
1751.000000,4.9819534974e-02,6.8622666321e-03,-4.8526407431e-02,1.2857099857e-01,-2.0817024859e-01,-4.1129758985e-02
1752.000000,4.9867386400e-02,7.1500525004e-03,-5.1020420067e-02,1.2866418070e-01,-2.0838498622e-01,-4.2901739026e-02
1753.000000,4.9885196479e-02,8.2676839990e-03,-4.9640349748e-02,1.2743409510e-01,-2.0765415290e-01,-4.5010491486e-02
1754.000000,4.9799257437e-02,8.2209636175e-03,-5.0840361959e-02,1.2718126211e-01,-2.0754602471e-01,-4.5465850590e-02
1755.000000,4.9769942344e-02,8.5211953179e-03,-4.9605908627e-02,1.2917692079e-01,-2.0738534071e-01,-4.7370737620e-02
1756.000000,4.9926205288e-02,8.0932488663e-03,-5.3947641161e-02,1.2917228915e-01,-2.0643716447e-01,-4.9497407460e-02
1757.000000,4.9595452534e-02,7.8748195014e-03,-4.9137063744e-02,1.3446275144e-01,-2.0651266163e-01,-5.1550072235e-02
1758.000000,4.9130554960e-02,8.7931221249e-03,-4.8586509201e-02,1.2835860850e-01,-2.0553152485e-01,-5.2837878401e-02
1759.000000,4.9362637784e-02,7.9540024114e-03,-4.6247013302e-02,1.3126232623e-01,-2.0550142084e-01,-5.3876260244e-02
1760.000000,4.9384531240e-02,9.2273792585e-03,-4.8269821354e-02,1.3092386425e-01,-2.0574243352e-01,-5.5968316530e-02
1761.000000,4.9260120022e-02,1.0225291590e-02,-4.4896718595e-02,1.2766306738e-01,-2.0521716505e-01,-5.8161436194e-02
1762.000000,4.8844266800e-02,9.9736134810e-03,-3.9563749851e-02,1.2650540909e-01,-2.0511506098e-01,-5.9428716044e-02
1763.000000,4.8169795034e-02,1.1019137020e-02,-3.6452433402e-02,1.3396048772e-01,-2.0469782984e-01,-6.6342681482e-02
1764.000000,4.8134420664e-02,1.2384647702e-02,-5.9122717328e-02,1.3227647601e-01,-2.0305276800e-01,-6.6554136237e-02
1765.000000,4.8982882492e-02,1.3972965512e-02,-3.0198242884e-02,9.4444984682e-02,-2.1286439572e-01,-6.5743286363e-02
1768.000000,8.5194315240e-02,1.8689299676e-02,-1.8399344176e-01,5.8161406738e-02,-2.0533530711e-01,-2.2908060196e-02
1769.000000,5.2316436310e-02,1.3055865561e-02,-2.6722850607e-02,1.6498703812e-01,-2.2382020942e-01,-8.0697874527e-02
1770.000000,4.9511338984e-02,1.7008086242e-02,-1.4081981267e-02,7.0000765572e-02,-2.1240613867e-01,-8.2897831299e-02
1773.000000,4.9455252055e-02,2.8482265017e-03,-2.0332806104e-01,4.6634276609e-02,-1.7934558508e-01,-3.7600470895e-02
1774.000000,4.8643219204e-02,9.7527802378e-03,-3.3769512768e-02,1.2598098107e-01,-2.1137501799e-01,-7.0268110565e-02
1775.000000,4.8521661436e-02,1.7158555513e-02,-5.0830486648e-02,7.2487657265e-02,-2.0802785235e-01,-7.6527930696e-02
1776.000000,4.9024328874e-02,1.5437885606e-02,-5.1910312074e-02,6.5186353856e-02,-2.0479232942e-01,-8.2925574405e-02
1777.000000,4.8483877491e-02,1.7359258570e-02,-3.6362069250e-02,1.1595074994e-01,-2.0537069007e-01,-9.1735443964e-02
1778.000000,4.7771637324e-02,1.8864407322e-02,-4.5643725274e-02,8.1489627555e-02,-2.0304574936e-01,-8.8297380770e-02
1779.000000,4.7657153014e-02,1.7311079274e-02,-4.2635400008e-02,1.1865778588e-01,-1.9877238476e-01,-9.3338141163e-02
1780.000000,4.5993447225e-02,1.5892846333e-02,-3.8713432741e-02,1.1600063518e-01,-1.9640644406e-01,-9.1972591656e-02
1781.000000,4.6001686020e-02,1.5880451097e-02,-4.3379533048e-02,1.1806311113e-01,-1.9517607980e-01,-9.2621520044e-02
1782.000000,4.5987420793e-02,1.4832909504e-02,-4.1670435662e-02,1.2421231885e-01,-1.9287668743e-01,-9.1997135796e-02
1783.000000,4.6340190008e-02,1.4607051866e-02,-4.5217773970e-02,1.2618478480e-01,-1.9216655588e-01,-9.3131327517e-02
1784.000000,4.5878524779e-02,1.4909566942e-02,-4.3655050441e-02,1.2321795497e-01,-1.9202328589e-01,-9.4214060696e-02
1785.000000,4.6013608471e-02,1.4472882191e-02,-4.5376719615e-02,1.2038204083e-01,-1.9087067491e-01,-9.4622909489e-02
1786.000000,4.5843668585e-02,1.4612785306e-02,-4.9843132975e-02,1.1969170001e-01,-1.9096636039e-01,-9.5651106978e-02
1787.000000,4.6450690693e-02,1.5390860382e-02,-5.4559642956e-02,1.2135300913e-01,-1.8955267326e-01,-9.7148158520e-02
1788.000000,4.6431595335e-02,1.5073040652e-02,-5.2015981967e-02,1.2366091668e-01,-1.8877679003e-01,-9.9250357107e-02
1789.000000,4.6108005571e-02,1.5277197855e-02,-5.2637066514e-02,1.2025298428e-01,-1.8869402626e-01,-1.0001705373e-01
1790.000000,4.6000327591e-02,1.4311518272e-02,-5.0774578705e-02,1.2681394294e-01,-1.8742646777e-01,-1.0084516873e-01
1791.000000,4.5416593984e-02,1.4673723227e-02,-5.0205518535e-02,1.2730697404e-01,-1.8660730048e-01,-1.0258837569e-01
1792.000000,4.5905808845e-02,1.5789835935e-02,-5.1497796143e-02,1.2542484854e-01,-1.8512541791e-01,-1.0474878982e-01
1793.000000,4.5063560756e-02,1.6237789190e-02,-5.4045412800e-02,1.1711155343e-01,-1.8531933505e-01,-1.0507337383e-01
1794.000000,4.5207829619e-02,1.5953125880e-02,-5.0920489505e-02,1.1631914553e-01,-1.8477293934e-01,-1.0599397172e-01
1795.000000,4.5560681574e-02,1.6798335983e-02,-5.5178647689e-02,1.1708739130e-01,-1.8380441040e-01,-1.0723220035e-01
1796.000000,4.5102283895e-02,1.6318256279e-02,-4.8821758281e-02,1.2944640989e-01,-1.8342196388e-01,-1.1092906328e-01
1797.000000,4.4576653326e-02,1.7491994685e-02,-6.0100093902e-02,1.1790828015e-01,-1.7920550899e-01,-1.1312073023e-01
1798.000000,4.5278029596e-02,1.7220852203e-02,-5.3595173551e-02,1.2039475988e-01,-1.7970546897e-01,-1.1473895487e-01
1799.000000,4.4857174065e-02,1.8059347682e-02,-4.9929002386e-02,1.1190559619e-01,-1.8191201141e-01,-1.1587313984e-01
1800.000000,4.4284585393e-02,1.9087898073e-02,-4.5158718939e-02,1.0632588914e-01,-1.8065417597e-01,-1.1818301508e-01
1801.000000,4.5755534762e-02,1.9855438312e-02,-1.9197097444e-02,1.4288177997e-01,-1.8087036191e-01,-1.3453512638e-01
1802.000000,4.7373436510e-02,2.1683690557e-02,-9.6204567951e-02,1.7868945254e-01,-1.6928982914e-01,-1.3343859241e-01
1804.000000,4.6224436590e-02,2.0795795079e-02,-7.9588220403e-02,1.2413421744e-01,-1.7534238980e-01,-1.3603517308e-01
1805.000000,4.4656290903e-02,1.4395581415e-02,-7.7162421429e-02,5.8229466743e-02,-1.9759426897e-01,-1.1494019851e-01
1806.000000,5.0755846046e-02,5.4216405380e-03,-1.1361193664e-01,-2.9663043389e-02,-1.9893615839e-01,-6.6579202940e-02
1807.000000,4.6346914805e-02,1.8586226459e-02,-5.3829087625e-02,1.1620536389e-01,-1.8895886125e-01,-1.2718221775e-01
1808.000000,4.6473023738e-02,1.3053108133e-02,-5.5543805274e-02,1.3725809015e-01,-1.9270055684e-01,-1.3361179817e-01
1809.000000,4.3419249174e-02,1.6888230154e-02,-1.3708414757e-01,8.5168430466e-02,-1.6962043602e-01,-1.1932711705e-01
1810.000000,3.6618206213e-02,2.3103657124e-02,1.6064186999e-01,6.6283787620e-02,-1.9494708499e-01,-2.3103694272e-01
