freq_MHz,e_00_real,e_00_imag,e_11_real,e_11_imag,delta_e_real,delta_e_imag
1820.000000,4.8545601217e-02,4.2363504414e-02,-7.3460436976e-02,1.2473708770e-01,-1.6229976600e-01,-1.4678777948e-01
1821.000000,4.4989474260e-02,4.1505781413e-02,-4.1029347159e-02,1.1254867919e-01,-1.6058084046e-01,-1.4307745589e-01
1822.000000,4.8444527003e-02,4.3296260842e-02,-6.2487900440e-02,1.2774356726e-01,-1.6039371136e-01,-1.4581504391e-01
1823.000000,4.4476258120e-02,4.1882967066e-02,-4.7545387016e-02,1.1043849114e-01,-1.5896666473e-01,-1.4494242445e-01
1824.000000,4.7004132408e-02,4.1825571959e-02,-6.2686348257e-02,1.2023833523e-01,-1.5929918780e-01,-1.4622358693e-01
1825.000000,4.4678758576e-02,4.1833804088e-02,-5.3507120404e-02,1.1918039792e-01,-1.5380277375e-01,-1.4705259399e-01
1826.000000,4.3327832184e-02,4.3971088602e-02,-4.5348181375e-02,9.8221643149e-02,-1.5208362424e-01,-1.5138361993e-01
1827.000000,4.6020307574e-02,4.6550114043e-02,-7.4513316263e-02,1.0726717106e-01,-1.5130121454e-01,-1.5026364049e-01
1828.000000,4.4676827587e-02,4.7454192544e-02,-6.9054793392e-02,8.1710199854e-02,-1.4951065445e-01,-1.5205940004e-01
1830.000000,4.7731801504e-02,4.3714121822e-02,-7.4445452835e-02,1.3513865224e-01,-1.5195414800e-01,-1.5618354150e-01
1831.000000,4.2949913782e-02,4.2152288700e-02,-4.9887759042e-02,1.1212856348e-01,-1.4452311693e-01,-1.5594535903e-01
1832.000000,4.1829217888e-02,4.2842850243e-02,-5.1586217597e-02,1.1537854482e-01,-1.4465545082e-01,-1.5297128936e-01
1834.000000,4.6018816371e-02,4.6553943776e-02,-7.3268447524e-02,1.1461162129e-01,-1.4427186496e-01,-1.5987403131e-01
1835.000000,4.2443344685e-02,4.5705041985e-02,-6.4499608082e-02,1.1161840807e-01,-1.4389161247e-01,-1.6038131698e-01
1836.000000,4.4651748036e-02,4.2413504858e-02,-6.5819627803e-02,1.1830504420e-01,-1.4527838504e-01,-1.6294229134e-01
1837.000000,4.1718198740e-02,4.5282123797e-02,-6.6611844522e-02,1.0157895222e-01,-1.4237560921e-01,-1.6496021625e-01
1838.000000,4.1713624972e-02,4.5238804236e-02,-7.4169828947e-02,1.0072208250e-01,-1.3648199044e-01,-1.6453400992e-01
1839.000000,4.5737447474e-02,4.3390904353e-02,-7.6413900433e-02,1.2361008606e-01,-1.3681384859e-01,-1.6678530285e-01
1840.000000,4.1731680853e-02,4.6326520729e-02,-7.0127362829e-02,9.5213856260e-02,-1.3341502169e-01,-1.6285937930e-01
1841.000000,4.5833966897e-02,4.6323101832e-02,-7.2040445770e-02,1.1716553264e-01,-1.3652539979e-01,-1.6497777471e-01
1842.000000,4.5807013845e-02,4.6002960409e-02,-9.4193348634e-02,1.1815431004e-01,-1.3377208836e-01,-1.6932859192e-01
1843.000000,4.1673630751e-02,4.7196733625e-02,-7.5977549809e-02,1.0719352947e-01,-1.3166065410e-01,-1.6582832068e-01
1844.000000,4.4762120363e-02,4.4096552773e-02,-7.3674181908e-02,1.1733321758e-01,-1.2956004706e-01,-1.6843649671e-01
1845.000000,4.5268112881e-02,4.6819731549e-02,-7.3748624368e-02,1.1559180845e-01,-1.2891182740e-01,-1.7078813173e-01
1846.000000,4.2987243259e-02,4.3780109579e-02,-6.7069618185e-02,1.1540323266e-01,-1.3038369079e-01,-1.7365401060e-01
1847.000000,4.3894337644e-02,4.4092760141e-02,-7.3136621680e-02,1.1741767880e-01,-1.2964571445e-01,-1.7334664101e-01
1848.000000,4.2691678828e-02,4.8707779861e-02,-7.8585336132e-02,9.5589649520e-02,-1.2561002881e-01,-1.7237189306e-01
1849.000000,4.3464842998e-02,4.4204936718e-02,-6.4573609019e-02,1.1944162911e-01,-1.2334813242e-01,-1.7483783985e-01
1850.000000,4.4418272980e-02,4.5192072271e-02,-6.9502664230e-02,1.1164119007e-01,-1.2373843437e-01,-1.7443109708e-01
1851.000000,4.4144166891e-02,4.5010278366e-02,-8.0550848530e-02,1.3460400531e-01,-1.2300690619e-01,-1.7431978460e-01
1852.000000,4.3299491087e-02,4.4303011068e-02,-8.5999797356e-02,1.2713395199e-01,-1.2210684297e-01,-1.7760057725e-01
1853.000000,4.4592438382e-02,4.7049589554e-02,-1.0058545712e-01,1.1571231562e-01,-1.2288482517e-01,-1.7812865372e-01
1855.000000,4.3561053490e-02,4.4955857953e-02,-7.2618497003e-02,1.3413032570e-01,-1.1967798771e-01,-1.7688525849e-01
1856.000000,4.3507197650e-02,4.5175032006e-02,-7.8654762905e-02,1.1312225607e-01,-1.1636918045e-01,-1.7914096028e-01
1857.000000,3.9745581378e-02,4.9782061658e-02,-9.3593476555e-02,1.0748647472e-01,-1.1356272916e-01,-1.8275811826e-01
1859.000000,4.2300516159e-02,4.4626538756e-02,-8.6182681420e-02,1.2557963820e-01,-1.1531863119e-01,-1.7922262246e-01
1860.000000,4.3263001879e-02,4.6412507006e-02,-1.0242984612e-01,1.1948024267e-01,-1.1274631084e-01,-1.8232964731e-01
1861.000000,3.8827427672e-02,4.8007962427e-02,-8.2826774685e-02,1.0230758700e-01,-1.0698314353e-01,-1.8355592728e-01
1862.000000,3.9923439316e-02,4.9311338201e-02,-9.6987123643e-02,1.1769483849e-01,-1.0847556321e-01,-1.8560277732e-01
1863.000000,4.2711231401e-02,4.7515470042e-02,-1.0674248721e-01,1.2089487498e-01,-1.0431405099e-01,-1.8377642250e-01
1864.000000,3.8016856968e-02,4.7064579947e-02,-9.3175451396e-02,1.0495250947e-01,-1.0516403789e-01,-1.8414849666e-01
1865.000000,4.2292732454e-02,4.7594847660e-02,-9.7189940031e-02,1.1940978096e-01,-1.0105877980e-01,-1.8230995545e-01
1866.000000,4.1827377771e-02,4.8499809090e-02,-1.1057697212e-01,1.1996247377e-01,-1.0102763229e-01,-1.8606289017e-01
1867.000000,3.9181271185e-02,4.9478079987e-02,-9.6989455081e-02,9.5680559988e-02,-9.9313074932e-02,-1.8661121190e-01
1868.000000,3.7787687136e-02,4.6079423404e-02,-8.1939256747e-02,1.1129311946e-01,-9.9175931224e-02,-1.8775983139e-01
1869.000000,3.8037027829e-02,4.8947688656e-02,-1.0063571465e-01,1.0714632876e-01,-9.9342046598e-02,-1.8586559481e-01
1870.000000,3.8227543330e-02,4.9291384923e-02,-9.9089716500e-02,9.8000939016e-02,-9.6397502313e-02,-1.8910617468e-01
1871.000000,3.9719734391e-02,4.9666391445e-02,-1.0798928015e-01,1.1819713304e-01,-9.6399664430e-02,-1.8628760097e-01
1872.000000,3.9006457864e-02,4.9772965810e-02,-9.7916153400e-02,1.0816411652e-01,-9.3958869426e-02,-1.8654800994e-01
1873.000000,3.9523648528e-02,4.5254709478e-02,-7.9662786493e-02,1.2499044315e-01,-9.4891610111e-02,-1.8749879529e-01
1874.000000,4.0709594932e-02,4.8884099888e-02,-9.1635692064e-02,1.2313287212e-01,-8.9740691307e-02,-1.8929452100e-01
1875.000000,3.8999349723e-02,4.9881668747e-02,-1.1434260939e-01,1.1966099379e-01,-8.7913294294e-02,-1.9228891170e-01
1876.000000,4.0867963210e-02,4.7675265596e-02,-1.1182340287e-01,1.2649661880e-01,-8.6978434529e-02,-1.9155364894e-01
1877.000000,3.6019638301e-02,4.8093529808e-02,-8.2206432343e-02,9.8273673617e-02,-8.4869378877e-02,-1.9249522698e-01
1878.000000,4.0519623162e-02,4.6599583938e-02,-1.1142932064e-01,1.2879915684e-01,-8.4910292895e-02,-1.9226334475e-01
1879.000000,4.1595206904e-02,4.8116836356e-02,-1.0246824797e-01,1.1721096034e-01,-8.4209244805e-02,-1.9383442896e-01
1880.000000,3.4830194464e-02,4.8231675238e-02,-7.3986392241e-02,1.0514308071e-01,-8.3090329029e-02,-1.9292731367e-01
1881.000000,3.8012848837e-02,4.5981818468e-02,-8.9886198090e-02,1.3550620597e-01,-7.9853767949e-02,-1.9585078518e-01
1882.000000,3.9682031880e-02,4.9221214158e-02,-1.0799625493e-01,1.2147366344e-01,-7.7463439740e-02,-1.9647404959e-01
1883.000000,3.5856709731e-02,4.6418067454e-02,-7.4390812896e-02,1.2417828275e-01,-7.1636639390e-02,-1.9486162489e-01
1884.000000,3.4993458885e-02,4.8361913243e-02,-1.0502062646e-01,1.1815103532e-01,-7.7509599354e-02,-1.9245642849e-01
1885.000000,3.7396449128e-02,4.5353211270e-02,-9.4874744189e-02,1.4194834207e-01,-7.5515521614e-02,-1.9288314177e-01
1886.000000,3.8997506331e-02,4.6936638272e-02,-1.1258557897e-01,1.4172153536e-01,-7.3322539799e-02,-1.9414814371e-01
1887.000000,3.4090540069e-02,4.7690610573e-02,-8.5183179316e-02,1.0842759491e-01,-7.0761899894e-02,-1.9233931672e-01
1888.000000,3.8749436147e-02,4.7820114893e-02,-9.9354466704e-02,1.3896722530e-01,-7.2641121475e-02,-1.9220744825e-01
1889.000000,3.4180249410e-02,4.6468669080e-02,-8.8063349216e-02,1.0986662925e-01,-6.6006293605e-02,-1.9246673736e-01
1890.000000,3.3754751093e-02,4.8060240688e-02,-9.9373902428e-02,1.1665690085e-01,-6.6794676025e-02,-1.9460780130e-01
1891.000000,3.5330377312e-02,4.5293875078e-02,-9.1221001907e-02,1.2252355451e-01,-6.5469865998e-02,-1.9488414765e-01
1892.000000,3.4150968435e-02,4.5757702071e-02,-9.6739058490e-02,1.3116204336e-01,-6.3152839561e-02,-1.9081499039e-01
1893.000000,3.3742256682e-02,4.5960720798e-02,-9.5009966179e-02,1.0931345844e-01,-6.1236445358e-02,-1.9250866878e-01
1894.000000,3.3499465846e-02,4.6498743302e-02,-1.0727271692e-01,1.2654916734e-01,-6.1780516903e-02,-1.9163238114e-01
1895.000000,3.3045240929e-02,4.7516878680e-02,-1.0341839721e-01,1.1547535383e-01,-5.8393293799e-02,-1.9491842025e-01
1896.000000,3.6935369617e-02,4.5880737124e-02,-1.0509780155e-01,1.4824986172e-01,-5.8139921968e-02,-1.8985215463e-01
1897.000000,3.3211647713e-02,4.5892687075e-02,-1.0345676428e-01,1.3735458040e-01,-5.5739411506e-02,-1.9238539023e-01
1898.000000,3.3038714332e-02,4.8469026320e-02,-1.0425912813e-01,1.3304297567e-01,-5.5077304576e-02,-1.9279349253e-01
1899.000000,3.3282457834e-02,4.9003683742e-02,-1.1865471735e-01,1.2660862318e-01,-5.3933030913e-02,-1.9194728451e-01
1900.000000,3.3707602702e-02,4.9281467714e-02,-1.0445036877e-01,1.2660365977e-01,-5.1402571947e-02,-1.9324430347e-01
1901.000000,3.3956559166e-02,4.4885388013e-02,-1.0288413128e-01,1.3914222297e-01,-4.7263546511e-02,-1.9427287640e-01
1902.000000,3.4684064008e-02,4.5060126678e-02,-1.0573470177e-01,1.3120477458e-01,-4.6761044290e-02,-1.9322420719e-01
1903.000000,3.1972428448e-02,4.5890369342e-02,-8.8691881688e-02,1.3670604920e-01,-4.6667156510e-02,-1.9459987670e-01
1904.000000,3.6426548507e-02,4.8633213027e-02,-1.3160472143e-01,1.4716271548e-01,-4.5362929774e-02,-1.9549256772e-01
1905.000000,3.5248583008e-02,4.4386920170e-02,-1.0383450630e-01,1.3134841842e-01,-4.2057308066e-02,-1.9593712853e-01
1906.000000,3.0791966120e-02,4.9892288074e-02,-1.1341138059e-01,1.1652271545e-01,-4.1029868509e-02,-2.0212146927e-01
1907.000000,3.1945899157e-02,4.6889297288e-02,-9.3409336837e-02,1.2238909432e-01,-4.4133846933e-02,-2.0254904747e-01
1908.000000,3.0253697850e-02,4.9039491953e-02,-1.0142885064e-01,1.0310818228e-01,-3.9032571616e-02,-2.0018048736e-01
1909.000000,3.5542627929e-02,5.0155079496e-02,-1.1777887222e-01,1.4083052950e-01,-4.0437250317e-02,-2.0316771811e-01
1911.000000,3.4556159760e-02,4.7454675059e-02,-1.0384596290e-01,1.4916784065e-01,-3.3511240626e-02,-1.9877898248e-01
1912.000000,2.9910194267e-02,4.7035528233e-02,-9.9866258373e-02,1.2979572441e-01,-3.0345998838e-02,-1.9822179769e-01
1913.000000,3.2860695279e-02,4.5321220977e-02,-9.3039804527e-02,1.3457986065e-01,-3.1342439168e-02,-1.9610712270e-01
1914.000000,2.9767923228e-02,4.6273654318e-02,-1.0145925400e-01,1.3299612876e-01,-2.7272472951e-02,-1.9690543089e-01
1915.000000,3.3782051506e-02,4.6738134867e-02,-1.0642674426e-01,1.4080575593e-01,-2.7807465781e-02,-1.9449709991e-01
1916.000000,3.0095455472e-02,4.5561927818e-02,-9.2578417294e-02,1.3476926965e-01,-2.4986233839e-02,-1.9702802369e-01
1917.000000,3.2020109808e-02,4.9188500621e-02,-1.0560570760e-01,1.5380620687e-01,-2.4890543037e-02,-1.9575721598e-01
1918.000000,2.9793681863e-02,4.5094751932e-02,-9.4876341030e-02,1.5084397589e-01,-2.2701591089e-02,-1.9179045508e-01
1919.000000,3.2607968684e-02,4.8291566046e-02,-1.1624667618e-01,1.3923436767e-01,-2.2567518255e-02,-1.9515558293e-01
1920.000000,3.2484915983e-02,4.8026143964e-02,-1.0365494029e-01,1.5718287614e-01,-2.0766478821e-02,-1.9319444576e-01
1921.000000,2.8624165870e-02,4.5678105144e-02,-9.2592752923e-02,1.3055853774e-01,-1.9519321189e-02,-1.9256617907e-01
1922.000000,2.9827456871e-02,4.8887763838e-02,-1.1137026556e-01,1.4585882267e-01,-1.8879878927e-02,-1.9428611261e-01
1923.000000,2.8086275507e-02,4.6693542473e-02,-1.1035172742e-01,1.4683803452e-01,-1.5825546252e-02,-1.9449729412e-01
1924.000000,3.1253253709e-02,4.8634598758e-02,-1.3317182040e-01,1.6139203367e-01,-1.5029399256e-02,-1.9412160987e-01
1925.000000,3.0529312068e-02,4.4561669944e-02,-9.1533404000e-02,1.6090478754e-01,-1.3991118354e-02,-1.9429545485e-01
1926.000000,2.7917463976e-02,4.8124141317e-02,-1.0603518323e-01,1.3679488634e-01,-1.2300846398e-02,-1.9476089661e-01
1927.000000,2.7324376889e-02,4.6991194633e-02,-1.1596220881e-01,1.2443723155e-01,-8.7383299468e-03,-1.9390406266e-01
1928.000000,3.1493087530e-02,4.7129450788e-02,-1.1709499703e-01,1.5916339697e-01,-4.9953097576e-03,-1.9480049611e-01
1929.000000,3.0996329012e-02,4.5918269060e-02,-9.2971408456e-02,1.5973117820e-01,-6.9024765522e-03,-1.9742830495e-01
1930.000000,2.8431720735e-02,4.9280457280e-02,-1.2962417705e-01,1.5293488689e-01,-3.5271543645e-03,-1.9683327173e-01
1931.000000,2.6858501149e-02,4.5404068903e-02,-9.5600394818e-02,1.3492697199e-01,-3.2929387035e-03,-1.9970494598e-01
1932.000000,2.6045971376e-02,4.9012865850e-02,-1.0774881402e-01,1.2843031409e-01,-1.0568462188e-03,-1.9701725944e-01
1933.000000,3.0878047300e-02,4.8406466424e-02,-1.0560708532e-01,1.5763102937e-01,-2.2423149901e-03,-2.0530512469e-01
1934.000000,2.8705248275e-02,5.1103175673e-02,-1.2866132186e-01,1.2897681162e-01,2.1464231161e-03,-2.0420507182e-01
1935.000000,2.8756321710e-02,5.1462508330e-02,-1.0913426233e-01,1.4686770165e-01,9.1532024300e-04,-2.0491346526e-01
1936.000000,2.6471613958e-02,5.1031561772e-02,-1.2317461590e-01,1.3238297468e-01,5.8833916788e-03,-2.0770214848e-01
1938.000000,2.9792992779e-02,4.7820874286e-02,-9.8059363288e-02,1.4040872709e-01,6.6580582060e-03,-2.0156198353e-01
1939.000000,2.7007827234e-02,5.0081238486e-02,-1.2759082086e-01,1.4452049997e-01,7.1144064835e-03,-2.0212248390e-01
1940.000000,2.8787218842e-02,4.9621573474e-02,-9.6651305976e-02,1.4472820713e-01,8.3326450836e-03,-2.0257239220e-01
1941.000000,2.6186135231e-02,5.0272634981e-02,-1.1435529128e-01,1.3966139307e-01,1.1678009232e-02,-2.0151537426e-01
1942.000000,2.4744096932e-02,4.7070933072e-02,-1.0055287534e-01,1.1823795379e-01,1.2731386631e-02,-2.0563743349e-01
1943.000000,2.4299074150e-02,4.8045459494e-02,-1.1572529598e-01,1.2023692456e-01,1.4862754735e-02,-2.0167948225e-01
1944.000000,2.4752453643e-02,4.6203415098e-02,-1.0901527284e-01,1.2688120285e-01,1.5801737611e-02,-2.0436647171e-01
1945.000000,2.3975769580e-02,4.8298328811e-02,-1.1853340735e-01,1.3364013487e-01,1.7075292993e-02,-2.0209965634e-01
1946.000000,2.8123769010e-02,4.7709037089e-02,-1.0526938404e-01,1.5064398769e-01,1.9318469776e-02,-2.0539092332e-01
1947.000000,2.3981650527e-02,4.6122965360e-02,-9.9103907981e-02,1.4217834086e-01,2.2297995037e-02,-2.0165985385e-01
1948.000000,2.3788733360e-02,4.8830645531e-02,-1.0148205400e-01,1.3233738851e-01,2.3744159752e-02,-2.0258477414e-01
1949.000000,2.4118403135e-02,4.5637739158e-02,-1.0328031527e-01,1.2622166716e-01,2.5000604482e-02,-2.0142376213e-01
1950.000000,2.5181832514e-02,4.9766830910e-02,-1.2667958967e-01,1.3779108604e-01,2.5263949857e-02,-2.0443744542e-01
1951.000000,2.3028511888e-02,4.8597137444e-02,-1.1189782273e-01,1.3202461063e-01,2.6129277455e-02,-2.0652075854e-01
1952.000000,2.3566180262e-02,4.9455665848e-02,-1.1906662492e-01,1.3347086973e-01,2.6992498566e-02,-2.0499945630e-01
1953.000000,2.2857170008e-02,4.6342389069e-02,-9.2772390254e-02,1.3424102517e-01,2.8892188982e-02,-2.0602069555e-01
1954.000000,2.4300691839e-02,4.5440008707e-02,-9.6767939877e-02,1.4289053945e-01,3.2992488086e-02,-2.0726554898e-01
1955.000000,2.5598512490e-02,4.9693809252e-02,-1.1853621807e-01,1.4274867409e-01,3.3382353623e-02,-2.0382960726e-01
1956.000000,2.1882251879e-02,4.7363754047e-02,-1.0571333482e-01,1.2440670521e-01,3.3211210003e-02,-2.0901825309e-01
1957.000000,2.3386094506e-02,4.5589213799e-02,-1.0131095294e-01,1.4390083714e-01,3.6372156723e-02,-2.0703789712e-01
1958.000000,2.6031150397e-02,4.7187232368e-02,-9.7028615919e-02,1.5146720669e-01,3.5786409191e-02,-2.0899789213e-01
1959.000000,2.5069617517e-02,5.0107050613e-02,-1.2351844546e-01,1.3641920497e-01,3.8838170733e-02,-2.0592614534e-01
1960.000000,2.0948396747e-02,4.8058541767e-02,-1.0581557601e-01,1.2330939543e-01,3.5565933076e-02,-2.0462185422e-01
1961.000000,2.3787023754e-02,4.6023595000e-02,-1.0016391670e-01,1.1942794401e-01,4.1610590390e-02,-2.0985493933e-01
1962.000000,2.3802583788e-02,5.1032923394e-02,-1.4261018132e-01,1.3210489653e-01,3.9653563246e-02,-2.0799763102e-01
1963.000000,2.1290965020e-02,4.9290733568e-02,-1.2603821557e-01,1.3052535101e-01,4.2172320979e-02,-2.0983444407e-01
1964.000000,2.6519117350e-02,4.7928253029e-02,-1.2069227496e-01,1.3867354827e-01,4.2062332217e-02,-2.0567962203e-01
1965.000000,5.6103249867e-01,2.3836255122e-01,7.8125393258e-01,6.3965303135e-01,4.2929308996e-01,1.6195649774e-01
1966.000000,2.1929082609e-02,4.9834985911e-02,-1.3252646607e-01,1.2090898033e-01,3.9719618093e-02,-2.0573013619e-01
1967.000000,2.5014070359e-02,4.7478152498e-02,-1.0467810187e-01,1.4401829072e-01,4.3958477999e-02,-2.0424585031e-01
1968.000000,2.2450683726e-02,4.5787733339e-02,-1.0490577666e-01,1.3619789900e-01,4.3121920139e-02,-2.0635893953e-01
1969.000000,2.0176443847e-02,4.8301040847e-02,-1.2691396923e-01,1.2288482259e-01,4.7593883728e-02,-2.0529579123e-01
1970.000000,2.3423857267e-02,4.9840364271e-02,-1.2471580105e-01,1.3072911212e-01,4.6805233138e-02,-2.0814337001e-01
1971.000000,2.1228326247e-02,5.0181129011e-02,-1.2153505568e-01,1.2455719410e-01,4.6621459415e-02,-2.0702006497e-01
1972.000000,1.9391553457e-02,4.8101799966e-02,-1.1488199638e-01,1.1902031242e-01,5.4861518490e-02,-2.0783794821e-01
1973.000000,2.3520199422e-02,4.7448809097e-02,-1.1352609381e-01,1.3718358143e-01,5.0105405526e-02,-2.0539580842e-01
1974.000000,1.9228846548e-02,4.8781305038e-02,-1.1487662922e-01,1.2244380568e-01,5.2930178726e-02,-2.0682950046e-01
1975.000000,1.9850954393e-02,4.6017672990e-02,-1.1325854314e-01,1.3673686056e-01,5.6639122684e-02,-2.0476968502e-01
1976.000000,2.3090929905e-02,4.8225945232e-02,-1.0791828073e-01,1.4611467736e-01,5.7258161736e-02,-2.0354844163e-01
1977.000000,2.2038222392e-02,4.5979630157e-02,-1.0839032496e-01,1.3707715552e-01,6.0201437808e-02,-2.0237865460e-01
1978.000000,2.2499479652e-02,4.8622845111e-02,-1.1969428416e-01,1.4519019152e-01,6.0951330096e-02,-2.0509975729e-01
1979.000000,1.9866413339e-02,4.5498456664e-02,-1.0484830693e-01,1.2341798871e-01,5.7750770226e-02,-2.0381880010e-01
1980.000000,2.1461466413e-02,4.5786385935e-02,-1.1389383918e-01,1.4196866037e-01,6.3485637945e-02,-2.0305965727e-01
1981.000000,2.1433039316e-02,4.5814379402e-02,-1.0950881906e-01,1.2343447136e-01,6.1592978945e-02,-2.0140660863e-01
1982.000000,1.8800092915e-02,4.5578618579e-02,-1.1428291712e-01,1.2124394721e-01,6.1609327822e-02,-2.0276538313e-01
1983.000000,1.7864637451e-02,4.7020320190e-02,-1.1183531704e-01,1.1691646302e-01,6.5948053541e-02,-2.0191016603e-01
1984.000000,2.0523580050e-02,4.5559498439e-02,-1.0533353239e-01,1.2280213706e-01,6.4137819172e-02,-1.9971788748e-01
1985.000000,2.1417379346e-02,4.7713850300e-02,-1.1475930840e-01,1.3364904389e-01,6.4793312145e-02,-1.9875423594e-01
1986.000000,1.9647179407e-02,4.9023640580e-02,-1.4209057576e-01,1.3791749809e-01,6.7668076923e-02,-1.9792188630e-01
1987.000000,1.8801536035e-02,4.9115621549e-02,-1.1917383978e-01,1.3112682855e-01,7.0949857520e-02,-1.9714185325e-01
1988.000000,1.7701338150e-02,4.8905425298e-02,-1.2483894198e-01,1.2916376943e-01,6.8686372043e-02,-1.9942139697e-01
1989.000000,1.7440219337e-02,4.7608371492e-02,-1.2534003752e-01,1.0357622835e-01,7.5376737406e-02,-1.9708054250e-01
1990.000000,1.9779563702e-02,4.4373694672e-02,-1.2004928711e-01,1.2321317197e-01,7.8298470134e-02,-1.9583141563e-01
1991.000000,1.8557637724e-02,4.4031632880e-02,-1.2339854797e-01,1.1240783241e-01,7.6818387621e-02,-1.9317261425e-01
1992.000000,1.8970253605e-02,4.3602865557e-02,-1.1503832002e-01,1.2122514698e-01,8.0652285839e-02,-1.9506591402e-01
1993.000000,1.5918915046e-02,4.6040418316e-02,-1.5102502395e-01,1.1426334334e-01,7.8248171134e-02,-1.9207872097e-01
1994.000000,1.6397843517e-02,4.6909927649e-02,-1.3672584620e-01,1.1076404924e-01,7.5909682616e-02,-1.8932373693e-01
1995.000000,1.7168577414e-02,4.4609884859e-02,-1.2612239343e-01,1.1888952565e-01,7.7843001652e-02,-1.9002606013e-01
1996.000000,1.9601156255e-02,4.5424637970e-02,-1.1923015540e-01,1.2992849131e-01,8.2860146814e-02,-1.9298690602e-01
1997.000000,1.6107522780e-02,4.5062313029e-02,-1.3870553162e-01,1.1567464284e-01,8.4970987470e-02,-1.9198782352e-01
1998.000000,1.6904535921e-02,4.8278076205e-02,-1.3442278104e-01,1.2095201669e-01,8.4063872410e-02,-1.9447167962e-01
1999.000000,1.8453818924e-02,4.5420953745e-02,-1.2175366523e-01,1.3434312007e-01,8.8072414235e-02,-1.9203862922e-01
2000.000000,1.5149093582e-02,4.5675308582e-02,-1.2803550083e-01,1.1355101060e-01,9.2245457566e-02,-1.9061899682e-01
2001.000000,1.6463353168e-02,4.4887420327e-02,-1.1296078409e-01,1.1050017107e-01,9.1317483582e-02,-1.9368233177e-01
2002.000000,1.6013167538e-02,4.8664505064e-02,-1.3680906624e-01,1.3301060918e-01,9.7268075179e-02,-1.9338347601e-01
2003.000000,1.6643144539e-02,4.4755932703e-02,-1.2702761208e-01,1.2598482712e-01,9.7677800643e-02,-1.9056224895e-01
2004.000000,1.4352998624e-02,4.7608006521e-02,-1.4011388165e-01,1.2291214438e-01,9.8028751308e-02,-1.8996831119e-01
2005.000000,1.7438596470e-02,4.7267713182e-02,-1.2658979034e-01,1.2488421598e-01,9.8130308895e-02,-1.9123537802e-01
2006.000000,1.3822726003e-02,4.5850690970e-02,-1.3349940407e-01,1.2190912423e-01,1.0195955913e-01,-1.8835670261e-01
2007.000000,1.6125210402e-02,4.4766535525e-02,-1.1562940607e-01,1.1815675450e-01,1.0588621188e-01,-1.9137926001e-01
2008.000000,1.6928625905e-02,4.7042840362e-02,-1.3742186934e-01,1.2498045024e-01,1.0583944680e-01,-1.8630617095e-01
