freq_MHz,e_00_real,e_00_imag,e_11_real,e_11_imag,delta_e_real,delta_e_imag
2230.000000,4.8046327863e-03,-1.4643040859e-02,-2.0703881554e-01,7.8014045975e-02,1.5671859896e-01,1.0031567889e-01
2245.000000,nan,nan,nan,nan,nan,nan
2250.000000,nan,nan,nan,nan,nan,nan
2255.000000,9.3195077134e-03,-1.8610269150e-02,-2.2192273091e-01,6.8462927072e-02,1.2301693018e-01,1.3182329270e-01
2260.000000,8.4146186205e-03,-1.9780635286e-02,-2.2801920163e-01,6.0282697462e-02,1.2322364049e-01,1.3159049901e-01
2265.000000,nan,nan,nan,nan,nan,nan
2270.000000,1.0601516959e-02,-2.0823056548e-02,-2.2102341630e-01,5.8946424643e-02,1.1456878005e-01,1.4225940789e-01
2275.000000,1.1811031783e-02,-2.1596335411e-02,-2.3494809375e-01,6.8714810084e-02,1.0547075006e-01,1.4903714924e-01
2285.000000,nan,nan,nan,nan,nan,nan
2290.000000,nan,nan,nan,nan,nan,nan
2295.000000,1.1779334459e-02,-3.3254304049e-02,-1.6987324642e-01,5.2341471347e-02,8.2484677480e-02,1.8109294322e-01
2300.000000,1.5105276945e-02,-2.5797534005e-02,-2.3719192778e-01,3.5434960290e-02,7.5096347399e-02,1.7197618507e-01
